taxa	taxid	superkingdom	clade	kingdom	family	genus
Homo sapiens	9606	Eukaryota	Opisthokonta	Metazoa	Hominidae	Homo
Aspergillus flavus	5059	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus niger	5061	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus steynii	306088	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus carbonarius	40993	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus thermomutatus	41047	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus lentulus	293939	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus clavatus	5057	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus tubingensis	5068	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus campestris	41068	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Aspergillus sydowii	75750	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Aspergillus
Penicillium rubens	1108849	Eukaryota	Opisthokonta	Fungi	Aspergillaceae	Penicillium
Talaromyces marneffei	37727	Eukaryota	Opisthokonta	Fungi	Trichocomaceae	Talaromyces
Coccidioides posadasii	199306	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Coccidioides
Coccidioides immitis	5501	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Coccidioides
Uncinocarpus reesii	33188	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Uncinocarpus
Amauroascus niger	89421	Eukaryota	Opisthokonta	Fungi	Onygenaceae	Amauroascus
Blastomyces dermatitidis	5039	Eukaryota	Opisthokonta	Fungi	Ajellomycetaceae	Blastomyces
Histoplasma capsulatum	5037	Eukaryota	Opisthokonta	Fungi	Ajellomycetaceae	Histoplasma
Cladophialophora carrionii	86049	Eukaryota	Opisthokonta	Fungi	Herpotrichiellaceae	Cladophialophora
Exophiala oligosperma	215243	Eukaryota	Opisthokonta	Fungi	Herpotrichiellaceae	Exophiala
Fonsecaea pedrosoi	40355	Eukaryota	Opisthokonta	Fungi	Herpotrichiellaceae	Fonsecaea
Fusarium oxysporum	5507	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Fusarium odoratissimum	2502994	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Fusarium circinatum	48490	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Fusarium graminearum	5518	Eukaryota	Opisthokonta	Fungi	Nectriaceae	Fusarium
Epichloe glyceriae	79591	Eukaryota	Opisthokonta	Fungi	Clavicipitaceae	Epichloe
Epichloe festucae	35717	Eukaryota	Opisthokonta	Fungi	Clavicipitaceae	Epichloe
Claviceps purpurea	5111	Eukaryota	Opisthokonta	Fungi	Clavicipitaceae	Claviceps
Trichoderma atroviride	63577	Eukaryota	Opisthokonta	Fungi	Hypocreaceae	Trichoderma
Trichoderma virens	29875	Eukaryota	Opisthokonta	Fungi	Hypocreaceae	Trichoderma
Trichoderma reesei	51453	Eukaryota	Opisthokonta	Fungi	Hypocreaceae	Trichoderma
Colletotrichum graminicola	31870	Eukaryota	Opisthokonta	Fungi	Glomerellaceae	Colletotrichum
Verticillium dahliae	27337	Eukaryota	Opisthokonta	Fungi	Plectosphaerellaceae	Verticillium
Lomentospora prolificans	41688	Eukaryota	Opisthokonta	Fungi	Microascaceae	Lomentospora
Neurospora crassa	5141	Eukaryota	Opisthokonta	Fungi	Sordariaceae	Neurospora
Neurospora discreta	29879	Eukaryota	Opisthokonta	Fungi	Sordariaceae	Neurospora
Sordaria macrospora	5147	Eukaryota	Opisthokonta	Fungi	Sordariaceae	Sordaria
Ophiostoma piceae	61273	Eukaryota	Opisthokonta	Fungi	Ophiostomataceae	Ophiostoma
Pyricularia oryzae	318829	Eukaryota	Opisthokonta	Fungi	Pyriculariaceae	Pyricularia
Pseudogymnoascus destructans	655981	Eukaryota	Opisthokonta	Fungi	Pseudeurotiaceae	Pseudogymnoascus
Blumeria graminis	34373	Eukaryota	Opisthokonta	Fungi	Erysiphaceae	Blumeria
Zymoseptoria tritici	1047171	Eukaryota	Opisthokonta	Fungi	Mycosphaerellaceae	Zymoseptoria
Candida parapsilosis	5480	Eukaryota	Opisthokonta	Fungi	Debaryomycetaceae	Candida
Candida albicans	5476	Eukaryota	Opisthokonta	Fungi	Debaryomycetaceae	Candida
Candida tropicalis	5482	Eukaryota	Opisthokonta	Fungi	Debaryomycetaceae	Candida
[Candida] auris	498019	Eukaryota	Opisthokonta	Fungi	Metschnikowiaceae	NA
Hanseniaspora guilliermondii	56406	Eukaryota	Opisthokonta	Fungi	Saccharomycodaceae	Hanseniaspora
Pichia kudriavzevii	4909	Eukaryota	Opisthokonta	Fungi	Pichiaceae	Pichia
Yarrowia lipolytica	4952	Eukaryota	Opisthokonta	Fungi	Dipodascaceae	Yarrowia
Schizosaccharomyces octosporus	4899	Eukaryota	Opisthokonta	Fungi	Schizosaccharomycetaceae	Schizosaccharomyces
Schizosaccharomyces japonicus	4897	Eukaryota	Opisthokonta	Fungi	Schizosaccharomycetaceae	Schizosaccharomyces
Malassezia restricta	76775	Eukaryota	Opisthokonta	Fungi	Malasseziaceae	Malassezia
Malassezia globosa	76773	Eukaryota	Opisthokonta	Fungi	Malasseziaceae	Malassezia
Malassezia sympodialis	76777	Eukaryota	Opisthokonta	Fungi	Malasseziaceae	Malassezia
Pleurotus ostreatus	5322	Eukaryota	Opisthokonta	Fungi	Pleurotaceae	Pleurotus
Coprinopsis cinerea	5346	Eukaryota	Opisthokonta	Fungi	Psathyrellaceae	Coprinopsis
Trichosporon asahii	82508	Eukaryota	Opisthokonta	Fungi	Trichosporonaceae	Trichosporon
Naganishia albida	100951	Eukaryota	Opisthokonta	Fungi	Filobasidiaceae	Naganishia
Cryptococcus neoformans	5207	Eukaryota	Opisthokonta	Fungi	Cryptococcaceae	Cryptococcus
Hemileia vastatrix	203904	Eukaryota	Opisthokonta	Fungi	Zaghouaniaceae	Hemileia
Puccinia striiformis	27350	Eukaryota	Opisthokonta	Fungi	Pucciniaceae	Puccinia
Melampsora laricis-populina	203908	Eukaryota	Opisthokonta	Fungi	Melampsoraceae	Melampsora
Rhizopus delemar	936053	Eukaryota	Opisthokonta	Fungi	Rhizopodaceae	Rhizopus
Mucor lusitanicus	29924	Eukaryota	Opisthokonta	Fungi	Mucoraceae	Mucor
Phycomyces blakesleeanus	4837	Eukaryota	Opisthokonta	Fungi	Phycomycetaceae	Phycomyces
Rhizophagus irregularis	588596	Eukaryota	Opisthokonta	Fungi	Glomeraceae	Rhizophagus
Allomyces macrogynus	28583	Eukaryota	Opisthokonta	Fungi	Blastocladiaceae	Allomyces
Enterospora canceri	1081671	Eukaryota	Opisthokonta	Fungi	Enterocytozoonidae	Enterospora
Enterocytozoon hepatopenaei	646526	Eukaryota	Opisthokonta	Fungi	Enterocytozoonidae	Ecytonucleospora
Encephalitozoon intestinalis	58839	Eukaryota	Opisthokonta	Fungi	Unikaryonidae	Encephalitozoon
Vittaforma corneae	42399	Eukaryota	Opisthokonta	Fungi	Nosematidae	Vittaforma
Amphiamblys sp. WSBS2006	1866961	Eukaryota	Opisthokonta	Fungi	Amphiacanthidae	Amphiamblys
Pseudoloma neurophilia	146866	Eukaryota	Opisthokonta	Fungi	NA	Pseudoloma
Anncaliia algerae	723287	Eukaryota	Opisthokonta	Fungi	Tubulinosematidae	Anncaliia
Plasmodium relictum	85471	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Plasmodium falciparum	5833	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Plasmodium cynomolgi	5827	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Plasmodium knowlesi	5850	Eukaryota	Sar	NA	Plasmodiidae	Plasmodium
Hepatocystis sp. ex Piliocolobus tephrosceles	2600580	Eukaryota	Sar	NA	Plasmodiidae	Hepatocystis
Babesia divergens	32595	Eukaryota	Sar	NA	Babesiidae	Babesia
Cryptosporidium hominis	237895	Eukaryota	Sar	NA	Cryptosporidiidae	Cryptosporidium
Eimeria brunetti	51314	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria acervulina	5801	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria maxima	5804	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria necatrix	51315	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria praecox	51316	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria mitis	44415	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria falciformis	84963	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Eimeria tenella	5802	Eukaryota	Sar	NA	Eimeriidae	Eimeria
Cyclospora cayetanensis	88456	Eukaryota	Sar	NA	Eimeriidae	Cyclospora
Neospora caninum	29176	Eukaryota	Sar	NA	Sarcocystidae	Neospora
Toxoplasma gondii	5811	Eukaryota	Sar	NA	Sarcocystidae	Toxoplasma
Gregarina niphandrodes	110365	Eukaryota	Sar	NA	Gregarinidae	Gregarina
Chromera velia	505693	Eukaryota	Sar	NA	Chromeraceae	Chromera
Phytophthora palmivora	4796	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Phytophthora infestans	4787	Eukaryota	Sar	NA	Peronosporaceae	Phytophthora
Bremia lactucae	4779	Eukaryota	Sar	NA	Peronosporaceae	Bremia
Albugo laibachii	653948	Eukaryota	Sar	NA	Albuginaceae	Albugo
Albugo candida	65357	Eukaryota	Sar	NA	Albuginaceae	Albugo
Pythium arrhenomanes	82932	Eukaryota	Sar	NA	Pythiaceae	Pythium
Acanthamoeba castellanii	5755	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba quina	211522	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Acanthamoeba lenticulata	29196	Eukaryota	Amoebozoa	NA	Acanthamoebidae	Acanthamoeba
Entamoeba invadens	33085	Eukaryota	Amoebozoa	NA	Entamoebidae	Entamoeba
Naegleria lovaniensis	51637	Eukaryota	Discoba	NA	Vahlkampfiidae	Naegleria
Trypanosoma evansi	5697	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Trypanosoma cruzi	5693	Eukaryota	Discoba	NA	Trypanosomatidae	Trypanosoma
Leishmania panamensis	5679	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Leishmania tarentolae	5689	Eukaryota	Discoba	NA	Trypanosomatidae	Leishmania
Endotrypanum monterogeii	5705	Eukaryota	Discoba	NA	Trypanosomatidae	Endotrypanum
Trichomonas vaginalis	5722	Eukaryota	Metamonada	NA	Trichomonadidae	Trichomonas
Giardia muris	5742	Eukaryota	Metamonada	NA	Hexamitidae	Giardia
Pseudomonas sp. CIP-10	2892442	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. S150	2559074	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CC6-YY-74	1930532	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. DG56-2	2320270	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. FDAARGOS_380	2018067	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. DR48	2871095	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. BSw22131	3002903	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. FJ2-5-13	2976884	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SWI6	2083051	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. R1-43-08	1173270	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ATCC 13867	1294143	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. HN8-3	2886361	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MM227	3019968	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MPDS	2762896	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ERGC3:05	2866386	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. HN2	2884805	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. T1-3-2	2908006	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MYb193	1827300	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Pc102	2678261	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Os17	1500686	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. C27(2019)	2604941	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. KNUC1026	2893890	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SK	2729423	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. A2	107445	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PDNC002	2811422	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. StFLB209	1028989	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. HLS-6	2049589	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SC3(2021)	2871493	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ABC1	2748080	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. TKP	1415630	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LS.1a	2920387	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. St316	2678257	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. BC42	2933816	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. BYT-5	2944392	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MTM4	2705472	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. OIL-1	2706126	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-035	2895484	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CFSAN084952	2664899	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-017	2895474	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. KU26590	2991051	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Ost2	2678260	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CMR5c	658630	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. UW4	1207075	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. phDV1	253237	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. CCOS 191	1649877	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SXM-1	2169583	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-012	2895472	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. HN11	1344094	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LPH1	1898684	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. GCEP-101	2974552	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. URMO17WK12:I11	1283291	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ZM23	2961893	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. NyZ480	3035289	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. HS-18	2879114	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. WJP1	2986947	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. J380	2605424	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. p1(2021b)	2874628	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LRP2-20	2944234	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-056	2895495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. S07E 245	2866278	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. NIBR-H-19	2901380	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-021	2895476	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. TUM22785	3019098	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. NY11382	2939495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. 2hn	2866626	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Marseille-Q3773	2866592	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. AN-B15	2697023	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. N3-W	2975049	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. XWY-1	2069256	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LS44	1357074	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. S35	1573719	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ADPe	2774873	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. LTJR-52	2479392	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. NY5710	2662033	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SDM007	2812000	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. R5-89-07	658644	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MRSN 12121	1611770	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. BIOMIG1BAC	1758730	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. PIA16	2931382	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. OST1909	2777367	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp.	306	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B14-6	2738843	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. SWI7	2587597	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. OE 28.3	2745519	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Q1-7	3020843	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. TMW 2.1634	1886807	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Lz4W	1206777	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. B21-040	2895486	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. AA-38	3028807	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. 905_Psudmo1	3038925	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. S06B 330	2054916	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. ADAK13	2730847	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. DY-1	1755504	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. 13159349	2662034	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. MPFS	2795724	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. St29	1500687	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. Eqa60	2799184	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas sp. M30-35	1981174	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas aeruginosa	287	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas multiresinivorans	95301	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas nitroreducens	46680	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas oleovorans	301	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas furukawaii	1149133	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas citronellolis	53408	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mendocina	300	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas alcaligenes	43263	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae	317	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas amygdali	47877	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas savastanoi	29438	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae group genomosp. 3	251701	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas syringae group genomosp. 7	251699	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas tremae	200454	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas avellanae	46257	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas putida	303	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mosselii	78327	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas monteilii	76759	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas plecoglossicida	70775	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas oryzihabitans	47885	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas synxantha	47883	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mediterranea	183795	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas veronii	76761	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas fluorescens	294	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas koreensis	198620	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas moraviensis	321662	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas azotoformans	47878	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas rhodesiae	76760	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas poae	200451	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas marginalis	298	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas mandelii	75612	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas congelans	200452	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas orientalis	76758	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
uncultured Pseudomonas sp.	114707	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas protegens	380021	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas chlororaphis	587753	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas fragi	296	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas lundensis	86185	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas marincola	437900	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Candidatus Pseudomonas adelgestsugas	1302376	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas wenzhouensis	2906062	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas taetrolens	47884	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas kermanshahensis	2745482	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas asiatica	2219225	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas otitidis	319939	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas oryziphila	2894079	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas juntendi	2666183	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas antarctica	219572	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas entomophila	312306	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas seleniipraecipitans	640205	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas glycinae	1785145	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas campi	2731681	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas siliginis	2842346	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas cerasi	1583341	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas graminis	158627	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas parafulva	157782	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas bijieensis	2681983	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas cavernae	2320867	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas quebecensis	2995174	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas pergaminensis	2853159	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas psychrotolerans	237610	NA	NA	NA	NA	NA
Pseudomonas palleroniana	191390	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas phragmitis	1931241	Bacteria	NA	NA	Pseudomonadaceae	Halopseudomonas
Pseudomonas silesiensis	1853130	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas phytophila	2867264	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas brassicacearum	930166	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas yamanorum	515393	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas asplenii	53407	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas taiwanensis	470150	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas kielensis	2762577	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas knackmussii	65741	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas simiae	321846	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas salmasensis	2745514	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas vanderleydeniana	2745495	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas eucalypticola	2599595	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
